Id,SMILES,Protein,Ligand,type,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binder prob mean,Binder prob std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
test228,Cc1ccc([C@H]2C[C@H](c3ccc(C(C)C)cc3)n3ncnc3N2)cc1,3KBA.pdb,3KBA_17_d_processed.sdf,decoys,25,332.451,0,4.77E-08,3.65E-08,-8.969894089,-0.899097641,-0.358795764,-0.035963906,6.791988713,0.719776596,6.644365992,0.665998252
test229,O=C(N/N=C/c1ccc2ccc3cccc4ccc1c2c34)c1cccnc1,3KBA.pdb,3KBA_18_d_processed.sdf,decoys,27,349.393,0,0.037162742,0.073935343,-10.25568403,-1.135994705,-0.379840149,-0.042073878,7.606156009,0.774923101,7.596802984,0.841477559
test230,CC(C)SC1=NN/C(=C2\C=Nc3ccccc32)N1C1CC1,3KBA.pdb,3KBA_19_d_processed.sdf,decoys,21,298.415,0,0.390576614,0.44658387,-8.858812012,-0.545594765,-0.421848191,-0.025980703,6.60817228,0.381827299,6.562082972,0.40414427
test231,O=C1S[C@@H](Nc2cccc3ccccc23)C(=O)N1c1ccccc1,3KBA.pdb,3KBA_1_d_processed.sdf,decoys,24,334.4,0,0.197553118,0.391560314,-9.495338283,-1.036976763,-0.395639095,-0.043207365,7.008765289,0.659550183,7.033583914,0.768130936
test232,Cc1ccc2nc(-c3ccccn3)c(Nc3ccc(Cl)cc3)n2c1,3KBA.pdb,3KBA_20_d_processed.sdf,decoys,24,334.81,0,0.092444995,0.184866693,-9.139447924,-0.680713558,-0.38081033,-0.028363065,6.801737717,0.474254446,6.769961425,0.504232265
test233,Cc1ccc(-c2c(CO)nnn2-c2ccc(C)c(C)c2)cc1,3KBA.pdb,3KBA_2_d_processed.sdf,decoys,22,293.37,0,0.539553638,0.439201591,-9.105444258,-0.535644559,-0.41388383,-0.02434748,6.698655742,0.232715737,6.744773524,0.396773748
test234,Cc1ccccc1[C@@H]1Nc2c(C)cc([N+](=O)[O-])cc2[C@H]2C=CC[C@H]21,3KBA.pdb,3KBA_3_d_processed.sdf,decoys,24,320.392,0,0.996781802,0.00642472,-10.70127552,-0.645309082,-0.44588648,-0.026887878,7.987152645,0.471722096,7.926870755,0.478006727
test235,O=C1OC(/C=C\c2ccccc2)=N/C1=C\c1c(O)ccc2ccccc12,3KBA.pdb,3KBA_4_d_processed.sdf,decoys,26,341.366,0,0.607683676,0.480369841,-9.609745594,-0.8562737,-0.3696056,-0.032933604,7.068856852,0.645127915,7.11833007,0.634276815
test236,O=C1N/C(=N/c2ccccc2Cl)S/C1=C\C1=c2ccccc2=[NH+]C1,3KBA.pdb,3KBA_5_d_processed.sdf,decoys,24,354.842,0,0.201526511,0.381985547,-9.256629344,-0.914350947,-0.385692889,-0.038097956,6.79793242,0.52138259,6.856762477,0.677296997
test237,Cc1cccc(NCc2cc(=O)n3cccc(C)c3n2)c1C,3KBA.pdb,3KBA_6_d_processed.sdf,decoys,22,293.37,0,0.307752687,0.384332188,-9.459963196,-0.323921895,-0.429998327,-0.014723723,7.033641134,0.277893124,7.007380145,0.239942145
test238,Cc1ccccc1Nc1c(-c2ccc(Cl)s2)nc2cnccn12,3KBA.pdb,3KBA_7_d_processed.sdf,decoys,23,340.839,0,0.523850994,0.423703306,-9.863215266,-0.775724031,-0.428835446,-0.033727132,7.243991784,0.581044075,7.306085382,0.574610393
test239,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=C\Nc1cc(C)ccc1C,3KBA.pdb,3KBA_8_d_processed.sdf,decoys,25,333.435,0,0.587189367,0.463990144,-9.09781348,-0.613113043,-0.363912539,-0.024524522,6.802403382,0.431309749,6.739121096,0.45415781
test240,O=C1N[C@H](c2cccc3ccccc23)C(C(=O)c2ccccc2)=C1[O-],3KBA.pdb,3KBA_9_d_processed.sdf,decoys,25,328.347,0,0.004946659,0.009222606,-9.409915015,-0.450697953,-0.376396601,-0.018027918,6.869938442,0.322426807,6.970307418,0.333850336
test244,CC(=O)c1c(C)[nH]c(C(=O)N2C[C@H](c3ccccc3)OCC2(C)C)c1C,3LN1.pdb,3LN1_10_d_processed.sdf,decoys,26,354.45,0,0.586988516,0.479852047,-8.621649037,-0.298479364,-0.331601886,-0.011479976,6.235268865,0.271767465,6.386406694,0.221095825
test245,Cc1nc(N[C@@H](C)c2c(C)nn(C)c2C)c2c3c(sc2n1)CCC3,3LN1.pdb,3LN1_11_d_processed.sdf,decoys,24,341.484,0,4.43E-09,8.63E-09,-9.193880919,-0.913444213,-0.383078372,-0.038060176,6.635566984,0.743656438,6.810282162,0.676625343
test246,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)[C@H]1c1cccc(Cl)c1,3LN1.pdb,3LN1_12_d_processed.sdf,decoys,25,350.761,0,0.183123839,0.365352006,-9.131664215,-0.776693465,-0.365266569,-0.031067739,6.747392246,0.470623304,6.764195715,0.575328493
test247,Cc1nc(CNC(=O)N2CCO[C@H](c3ccc(F)c(F)c3)C2)cs1,3LN1.pdb,3LN1_13_d_processed.sdf,decoys,24,353.394,0,0.353875271,0.439429422,-7.445116108,-0.728710368,-0.310213171,-0.030362932,5.610810961,0.34350046,5.514900821,0.539785458
test248,C[C@H]1CCCC[N@@H+]1Cc1c([O-])ccc2c1O/C(=C\c1ccncc1)C2=O,3LN1.pdb,3LN1_14_d_processed.sdf,decoys,26,350.418,0,0.767924882,0.353983884,-8.071246413,-0.29249074,-0.310432554,-0.011249644,5.930171217,0.312703078,5.978701047,0.216659807
test249,Brc1cnc(N2CCC(c3c[nH]c4ncccc34)CC2)nc1,3LN1.pdb,3LN1_15_d_processed.sdf,decoys,22,358.243,0,4.49E-05,8.94E-05,-9.170812573,-1.051264803,-0.416855117,-0.047784764,6.445349489,0.584338057,6.793194498,0.778714669
test250,Cc1ccsc1[C@H]1SCC(O)=Nc2c1c(C)nn2-c1ccccn1,3LN1.pdb,3LN1_16_d_processed.sdf,decoys,24,356.476,0,0.007841243,0.015273374,-8.067836758,-0.721645985,-0.336159865,-0.030068583,6.073621409,0.615518599,5.976175376,0.534552582
test251,CN(C(=O)c1cc2c([nH]c1=O)CCCC2=O)c1ccc2ccccc2c1,3LN1.pdb,3LN1_17_d_processed.sdf,decoys,26,346.386,0,0.130606536,0.252857305,-7.528092558,-0.768675519,-0.289542021,-0.029564443,5.646729265,0.603911069,5.576364858,0.569389273
test252,Cc1c(C)n([C@H](C)c2ccccc2)c2nc(-c3ccccn3)nc(N)c12,3LN1.pdb,3LN1_18_d_processed.sdf,decoys,26,343.434,0,0.019813794,0.03282449,-8.633606233,-0.589960768,-0.332061778,-0.022690799,6.412816048,0.49944416,6.395263876,0.437007976
test253,CC1=C2[C@@H](c3cccc(I)c3)C(C#N)=C(N)O[C@H]2N=N1,3LN1.pdb,3LN1_19_d_processed.sdf,decoys,20,378.173,0,5.31E-08,3.91E-08,-9.037893513,-1.142747993,-0.451894676,-0.0571374,6.6357381,0.904396403,6.694735936,0.846479995
test254,Cn1cccc1/C=C1/SC(=S)N(NC(=O)C2CCCCC2)C1=O,3LN1.pdb,3LN1_1_d_processed.sdf,decoys,23,349.481,0,0.599709085,0.489645916,-8.226187205,-0.852589083,-0.357660313,-0.037069091,6.126032489,0.55610221,6.093472004,0.631547469
test255,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2[C@@H]1c1cccc(Cl)c1,3LN1.pdb,3LN1_20_d_processed.sdf,decoys,24,354.822,0,4.13E-05,8.16E-05,-10.07007943,-0.627795201,-0.419586643,-0.026158133,7.62001024,0.472924654,7.459318093,0.465033482
test256,COC(=O)c1sc2nc3c(c(-c4ccc(C)o4)c2c1N)CCCC3,3LN1.pdb,3LN1_2_d_processed.sdf,decoys,24,342.42,0,0.450989442,0.453596774,-8.591146803,-0.557192943,-0.35796445,-0.023216373,6.346981185,0.418079893,6.363812447,0.412735513
test257,O=C1CCCC2=C1[C@H](c1ccc(Br)cc1)n1ncnc1N2,3LN1.pdb,3LN1_3_d_processed.sdf,decoys,21,345.2,0,0.749736267,0.386719837,-8.444248131,-0.553247407,-0.402107054,-0.026345115,5.99397019,0.375735704,6.254998616,0.409812894
test258,Nc1nc(CSc2nc3cc(Cl)ccc3o2)nc2ccccc12,3LN1.pdb,3LN1_4_d_processed.sdf,decoys,23,342.811,0,0.140386225,0.18574767,-7.122931,-1.18974544,-0.309692652,-0.051728063,5.302145004,0.800109495,5.276245185,0.881292919
test259,Cc1cccc2cc(/C=C3/[NH+]=C([S-])NC3=O)c(N3CCCCC3)nc12,3LN1.pdb,3LN1_5_d_processed.sdf,decoys,25,352.463,0,0.779160106,0.367336608,-8.962450545,-0.64563889,-0.358498022,-0.025825556,6.629528591,0.246924423,6.638852256,0.47825103
test260,O=C([O-])CC/C=C\C[C@H]1CO[C@H](c2cccc3ccccc23)O[C@H]1c1cccnc1,3LN1.pdb,3LN1_6_d_processed.sdf,decoys,30,402.47,0,0.046236269,0.091657558,-9.124038127,-0.827178643,-0.304134604,-0.027572621,6.862360614,0.508103645,6.758546761,0.612724921
test261,CC(=O)c1oc2nc3c(c(-c4ccco4)c2c1N)CCc1ccccc1-3,3LN1.pdb,3LN1_7_d_processed.sdf,decoys,26,344.37,0,0.219182534,0.37388375,-8.115662139,-1.044740329,-0.312140851,-0.04018232,6.027990818,0.76550452,6.011601584,0.773881725
test262,O=C([O-])CC/C=C\C[C@@H]1CO[C@@H](c2cccc3ccccc23)O[C@H]1c1cccnc1,3LN1.pdb,3LN1_8_d_processed.sdf,decoys,30,402.47,0,0.208422283,0.392113098,-9.410062429,-0.641857882,-0.313668748,-0.021395263,6.968969345,0.446075627,6.970416614,0.475450283
test263,N#CC1=C(N)Oc2cc3c(cc2[C@@H]1c1cccc(Br)c1)OCO3,3LN1.pdb,3LN1_9_d_processed.sdf,decoys,23,371.19,0,0.79954142,0.39962624,-8.69692344,-1.216144592,-0.378127106,-0.052875852,6.567504474,0.998713353,6.442165511,0.900847846
